,fields used by students to decide on the labels,,,,,,dropdown list definitions,
http://n2t.net/ark:/65665/300098b69-426b-451c-a675-27a1b7bb5b60,Invertebrate Zoology,,"United States, Arkansas",Ashdown,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",Subaerial surface environment,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3000e586d-4096-4953-8733-c3efb9edca6d,Invertebrate Zoology,,"Madagascar, Fianarantsoa Province",Ranomafana National Park,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",Subaerial surface environment,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3000e7e32-c059-42a1-b852-2f114a630c6f,Invertebrate Zoology,,"United States, Alabama, Jackson County",Spring tributary to Hurricane Creek,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",Terrestrial water body,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/30018c8d8-da6c-4731-9dc9-21b2fa2d997d,Invertebrate Zoology,,"United States, Arkansas",Spring River at Hatchery off 63 (51),"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",Terrestrial water body,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3001cf208-8bc6-43c6-a8e8-8a2bb2690765,Invertebrate Zoology,,"North America, United States, Oklahoma, LeFlore County",2 mi W of Oklahoma - Arkansas state line on State Highway 128,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",Subaerial surface environment,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3001ea327-68e4-4066-9afd-d0594d1d9388,Invertebrate Zoology,,"United States, South Carolina, Aiken County",Upper 3 Runs Creek On SC Highway  278,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae","Terrestrial water body,
Subaerial surface environment","Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3001fb701-1781-4b2e-8b1a-036fec7e73d4,Invertebrate Zoology,,"United States, Florida, Jackson County","SR 73, circa 4.5 miles northwest of JCT US Highway 90","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",Subaerial surface environment,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300220888-9430-4f87-9382-0bd909c0b9a4,Invertebrate Zoology,,"United States, Florida, Gulf County","State Road 71, 8.4 miles south of State Road 22","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",Subaerial surface environment,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300292060-44ba-4fad-b0b2-22578255be8d,Invertebrate Zoology,,"United States, Oklahoma, McCurtain County","US Hwy 70, 4 miles west of state line","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",Subaerial surface environment,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3002b757a-9f1b-4814-9f40-c87863ee0b52,Invertebrate Zoology,,"United States, Georgia, Toombs County",Rocky Creek at CR292,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae","Terrestrial water body,
Subaerial surface environment","Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/30051ac5e-9d20-4dcd-9c98-c3a40caf205f,Invertebrate Zoology,,"United States, South Carolina, Richland County","Wateree Creek, Slate Belt","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3005afb01-7182-41b9-a702-32fdc78747a5,Invertebrate Zoology,,"United States, Alabama, Colbert County","Colbert Creek, ds of County Road 1, 9 km ESE of Riverton, 10 km N of Cherokee","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3005b6ef5-690a-4bc0-8d3d-e3ca576dce01,Invertebrate Zoology,,"United States, Texas, Fort Bend County","1.5 Mile S, 11.75 Mile E Of Needville, On County Road  762, At junction Of Unmarked Road, 1.5 Mile N Of County Road  1462","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3005ccbb3-5620-484f-bf82-e43c986001c0,Invertebrate Zoology,roadside ditch,"United States, Georgia, Ware County",14.6 mi west of Waycross on US 82,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3005e9c93-f32c-45db-b77a-716a48b42a00,Invertebrate Zoology,,"United States, Virginia, Dinwiddie County","Butterwood Creek, 5 Mile N Of US 301 On County Road 646","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/30062f340-00ed-4e48-903f-9e6890d6d96a,Invertebrate Zoology,,"United States, Tennessee, Hardin County",Robinson Creek,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/30063c9ee-ae17-4dc7-a0df-f78ab17dc3b7,Invertebrate Zoology,,"United States, Arkansas",Flint,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3006611b9-b526-48e8-a88a-21cef920c83c,Invertebrate Zoology,,"United States, Tennessee, Lawrence County",Knob Creek near West Point near Route 242,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300673fe8-db08-4b53-8b70-2515a7f18c26,Invertebrate Zoology,,"United States, Florida, Holmes County",Wrights Creek,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3006b9282-fd38-412b-ad0c-0586491a74ef,Invertebrate Zoology,,"United States, Florida, Baker County","County Road 231, 2 miles north of Union County line, roadside ditch","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3006e5836-4cf5-4ec8-95fa-ed1beeda735d,Invertebrate Zoology,,"United States, Arkansas",Fairhope Rd.,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3006e7d45-8b6f-4cf1-a716-1a69b95fe50f,Invertebrate Zoology,,"United States, Georgia, Long County",Doctors Creek at Georgia Highway 57,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/30075b584-a6c6-4781-8c91-68b3caea8ca4,Invertebrate Zoology,,"United States, Georgia, Emanuel County","Canoochee Creek, State Highway 26(not 25 in type description), 5.1 miles northeast of Swainsboro","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/30076e70a-a421-4e1d-bc96-45f1f85aecdf,Invertebrate Zoology,,"United States, Tennessee, Sumner County",East Fork of Bledsoe Creek on Rogana Road,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/30078d64b-e25b-48f5-bd89-30d843ad6ae4,Invertebrate Zoology,,"United States, Tennessee, Warren County",,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3007c3784-ffc8-4f02-83a1-f6b7d78ba9c0,Invertebrate Zoology,,"United States, Tennessee, Bedford County",North Fork Creek at Poplins Crossroads,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3008417fe-5c88-414f-a637-b69e32e23485,Invertebrate Zoology,,"United States, Arkansas, Van Buren County","off Highway 9, east side of Choctaw Creek","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300895d25-480a-4695-aded-64549f088ee0,Invertebrate Zoology,,"United States, Mississippi, Pontotoc County","Town Creek, upstream of MS Highway 9","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3008e98e1-f539-49cb-9f3a-40566f342e2e,Invertebrate Zoology,,"United States, Illinois, Hardin County",Big Creek at Iron Furnace,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3008fc326-5b8c-4a70-92ad-932b071ad25b,Invertebrate Zoology,,"United States, West Virginia, Grant County",9.9 miles northeast of Petersburg on US Hwy 220,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/30090db86-ac5a-43ce-8528-558ccbb987d1,Invertebrate Zoology,,"United States, Arkansas, Crawford County","Lee Creek River, Ford Creek Road","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/30095cedf-9050-46d0-bf37-ef5fb2adb5b7,Invertebrate Zoology,,"United States, Mississippi, Tippah County","Little Hatchie River, upstream of County Road 253","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/3009df6f1-b43a-41d3-ba76-1a6160fa002e,Invertebrate Zoology,,"United States, Georgia, Floyd County",Armuchee Creek at Little Texas Valley Road,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300a10258-5fbe-4a9e-9ab2-0f25252709cb,Invertebrate Zoology,,"United States, Florida, Clay County","4.5 miles west of Green Cove Springs, Peters Creek drainage","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300a2ae76-5a1d-4308-a630-2ee3406bb1a9,Invertebrate Zoology,,"United States, Tennessee, Lewis County",Little Buffalo R near Hohenwald,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300a8a52d-6b61-4007-af1f-ed05988450ff,Invertebrate Zoology,,"United States, Tennessee, Overton County",,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300ae8f62-e827-4326-a888-97d1169626bc,Invertebrate Zoology,,"United States, Texas, Travis County","Seiders Spring, Seton Hospital, off Shoal Creek between 35th Street and 38th Street","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300b355f3-8103-41ef-b351-2d739ac6ea25,Invertebrate Zoology,,"United States, Arkansas, Miller County",Woodland Stream 6.4 Mile SW Of Bright Star On County Road.,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300b8172e-69bb-45e7-aa3b-42ce7cb7495b,Invertebrate Zoology,,"United States, Arkansas, Hot Springs County","Highway 51, 0.1 miles south of junction of Highway 53 and 51, west side of the road","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300b97166-dc0e-44cf-abd9-1438534cf6e3,Invertebrate Zoology,,"United States, Mississippi, Scott County",Forest,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300c4ac90-041b-4505-b95f-c635a11d6780,Invertebrate Zoology,,"United States, Arkansas, Pike County",Bear Creek Road near Daisy,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300c5dd8c-5852-41a9-a1df-ce774891294f,Invertebrate Zoology,,"United States, Arkansas, Union County",East of El Dorado - site 1,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300cd4060-573f-4294-b221-c14215adcea0,Invertebrate Zoology,,"United States, Tennessee, Hickman County",Cane Creek at Farmers Exchange,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300cd673e-c79f-4603-aa0e-e55edb063b32,Invertebrate Zoology,,"United States, West Virginia, Mercer County","Camp Creek State Park, Bear Creek at Blue Jay Camp Site","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300e394b4-d263-477d-9596-077a207af5a2,Invertebrate Zoology,,"United States, Florida, Taylor County","Roadside pool in spartina marsh about 0.3 mi W of Highway 361 on dirt road to Hagen Cove Park, 4 mi S of Keatons Beach","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300e617be-eb18-4b4d-ac7f-8cbc53d71575,Invertebrate Zoology,,"United States, Florida, Levy County","Highway 24, 4.6 miles west of Otter Creek","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300e64ea7-27e0-4ea1-aecd-d09197113e85,Invertebrate Zoology,,"United States, Florida, Clay County","U.S. Highway 301, 0.8 miles south of Duval County line, roadside ditch","Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300e83b45-c8da-4566-8331-e86eceae6a60,Invertebrate Zoology,,"United States, Tennessee, Coffee County",Norman Creek at Route 269 Bridge Crossing,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300ed0d28-5095-44b9-bfb0-a46259d66544,Invertebrate Zoology,,"United States, Kentucky, Wayne County",,"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
http://n2t.net/ark:/65665/300ee0ea4-7a35-4559-b529-6579ef5fe13e,Invertebrate Zoology,,"United States, Arkansas, Hempstead County",5 miles E of Blevins (Henry's Site 6),"Animalia, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Decapoda, Pleocyemata, Cambaridae",,"Lake, river or stream bottom",Cambaridae are all freshwater bottom dwellers
