,$schema,@id,label,sampleidentifier,description,hasContextCategory,hasMaterialCategory,hasSpecimenCategory,informalClassification,keywords,registrant,samplingPurpose,relatedResource,producedBy.@id,producedBy.label,producedBy.description,producedBy.hasFeatureOfInterest,producedBy.responsibility,producedBy.resultTime,producedBy.samplingSite.description,producedBy.samplingSite.label,producedBy.samplingSite.location.elevation,producedBy.samplingSite.location.latitude,producedBy.samplingSite.location.longitude,producedBy.samplingSite.placeName,curation.label,curation.description,curation.accessConstraints,curation.curationLocation,curation.responsibility,uri
28,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2bg31n8g,Reg. 43376,ark:/28722/k2bg31n8g,early bce/ce: -800.0 | late bce/ce: 1000.0 | updated: 2021-06-25T21:26:14Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Cyprus', 'Polis Chrysochous', 'B.D7:n17']",,,[],Not Provided,Excavations at Polis,http://opencontext.org/projects/766d9fd5-2175-41e3-b7c9-7eba6777f1f0,Not Provided,['creator: Joanna Smith'],2017-01-31T00:24:32Z,,,,35.034889,32.421841,"['Cyprus', 'Polis Chrysochous', 'B.D7:n17']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/93b4d136-20af-41b6-aa8c-d02f04cc3e4c
29,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2ht30q03,Reg. 42735,ark:/28722/k2ht30q03,early bce/ce: -800.0 | late bce/ce: 1000.0 | updated: 2021-06-25T21:37:27Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Cyprus', 'Polis Chrysochous', 'B.D7:r14']",,,[],Not Provided,Excavations at Polis,http://opencontext.org/projects/766d9fd5-2175-41e3-b7c9-7eba6777f1f0,Not Provided,['creator: Joanna Smith'],2017-01-31T01:48:01Z,,,,35.034889,32.421841,"['Cyprus', 'Polis Chrysochous', 'B.D7:r14']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/3b346b0d-fe58-42e0-8c72-2a47e5ea83e4
30,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2000hg41,Reg. 33195,ark:/28722/k2000hg41,early bce/ce: -800.0 | late bce/ce: 1000.0 | updated: 2021-06-26T00:22:06Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Cyprus', 'Polis Chrysochous', 'E.G0:F11.2000']",,,[],Not Provided,Excavations at Polis,http://opencontext.org/projects/766d9fd5-2175-41e3-b7c9-7eba6777f1f0,Not Provided,['creator: Joanna Smith'],2017-01-31T01:35:04Z,,,,35.034889,32.421841,"['Cyprus', 'Polis Chrysochous', 'E.G0:F11.2000']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/4f19a38e-cec7-4651-8b40-c10f740f2988
31,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2r78qc7w,Reg. 12774,ark:/28722/k2r78qc7w,early bce/ce: -800.0 | late bce/ce: 1000.0 | updated: 2021-06-26T06:16:15Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Cyprus', 'Polis Chrysochous', 'B.D7:R15SONDAGE2']",,,[],Not Provided,Excavations at Polis,http://opencontext.org/projects/766d9fd5-2175-41e3-b7c9-7eba6777f1f0,Not Provided,['creator: Joanna Smith'],2017-01-30T23:19:56Z,,,,35.034889,32.421841,"['Cyprus', 'Polis Chrysochous', 'B.D7:R15SONDAGE2']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/60312c82-d700-45d4-b10d-30ceaf8b4bc2
32,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2kk9bz1b,6003A (13),http://n2t.net/ark:/28722/k2kk9bz1b,early bce/ce: -200.0 | late bce/ce: 360.0 | updated: 2017-02-11T05:00:08Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Jordan', 'Petra Great Temple', 'Lower Temenos', 'Trench 6', 'Locus 1', 'Seq. 6003A']",,,[],Not Provided,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Not Provided,['creator: Martha Sharp Joukowsky'],2007-11-11T00:00:00Z,,,,30.3287,35.4421,"['Jordan', 'Petra Great Temple', 'Lower Temenos', 'Trench 6', 'Locus 1', 'Seq. 6003A']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/5027B388-A5D5-4606-CC87-C1EA02B53E5C
33,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2ww7fb9h,Arch. Frag. 8071,http://n2t.net/ark:/28722/k2ww7fb9h,early bce/ce: -200.0 | late bce/ce: 360.0 | updated: 2017-02-11T18:48:39Z,['Site of past human activities'],['Anthropogenic material'],['Anthropogenic aggregation'],[],"['Jordan', 'Petra Great Temple', 'Temple', 'Trench 73', 'Locus 36']",,,[],Not Provided,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Not Provided,"['creator: Martha Sharp Joukowsky', 'collector: Adam M. Brin', 'collector: KBS']",2007-11-11T00:00:00Z,,,,30.3287,35.4421,"['Jordan', 'Petra Great Temple', 'Temple', 'Trench 73', 'Locus 36']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/044A8697-D7C6-47FE-1723-F81390DE124F
34,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2959x17j,Reg. 4199,ark:/28722/k2959x17j,early bce/ce: -800.0 | late bce/ce: 1000.0 | updated: 2021-06-26T08:41:14Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Cyprus', 'Polis Chrysochous', 'E.F1:R05EXTENSION']",,,[],Not Provided,Excavations at Polis,http://opencontext.org/projects/766d9fd5-2175-41e3-b7c9-7eba6777f1f0,Not Provided,['creator: Joanna Smith'],2017-01-30T23:59:13Z,,,,35.034889,32.421841,"['Cyprus', 'Polis Chrysochous', 'E.F1:R05EXTENSION']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/6126ff48-93f9-476e-9d13-40e4a714050d
35,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2pg1p62z,Finds Bag 17,http://n2t.net/ark:/28722/k2pg1p62z,early bce/ce: -3600.0 | late bce/ce: -3100.0 | updated: 2018-01-31T02:06:58Z,['Site of past human activities'],['Anthropogenic material'],['Other solid object'],[],"['Turkey', 'Kenan Tepe', 'Area F', 'Trench 2', 'Locus 2061']",,,[],Not Provided,Kenan Tepe,http://opencontext.org/projects/3DE4CD9C-259E-4C14-9B03-8B10454BA66E,Not Provided,"['creator: Bradley Parker', 'creator: Peter Cobb', 'collector: Melissa Eppihimer']",2012-02-27T00:00:00Z,,,,37.831513,40.815518,"['Turkey', 'Kenan Tepe', 'Area F', 'Trench 2', 'Locus 2061']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/F8E028E0-FEF3-4FB2-172B-9B8FEC436A12
36,../../iSamplesSchemaBasic0.2.json,metadata/28722/k29p3dw3h,Reg. 13072,ark:/28722/k29p3dw3h,early bce/ce: -800.0 | late bce/ce: 1000.0 | updated: 2021-06-26T06:10:45Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Cyprus', 'Polis Chrysochous', 'B.D7:R15SONDAGE1']",,,[],Not Provided,Excavations at Polis,http://opencontext.org/projects/766d9fd5-2175-41e3-b7c9-7eba6777f1f0,Not Provided,['creator: Joanna Smith'],2017-01-30T23:55:53Z,,,,35.034889,32.421841,"['Cyprus', 'Polis Chrysochous', 'B.D7:R15SONDAGE1']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/1b2a10b1-9e74-4f26-8dfb-a1fd6ecd5b3c
37,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k27h1nq0m,99036 (23),http://n2t.net/ark:/28722/k27h1nq0m,early bce/ce: -200.0 | late bce/ce: 360.0 | updated: 2017-02-09T17:32:13Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Jordan', 'Petra Great Temple', 'Propylaeum', 'Trench 99', 'Locus 3', 'Seq. 99036']",,,[],Not Provided,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Not Provided,['creator: Martha Sharp Joukowsky'],2007-11-11T00:00:00Z,,,,30.3287,35.4421,"['Jordan', 'Petra Great Temple', 'Propylaeum', 'Trench 99', 'Locus 3', 'Seq. 99036']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/B3620A29-66AC-493E-864C-43C818FC3CCB
38,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2xp7d13d,83.0877,ark:/28722/k2xp7d13d,early bce/ce: -2850.0 | late bce/ce: -2550.0 | updated: 2021-06-26T11:48:08Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Jordan', 'Numayra', 'Unit NE 2-1 (unit Rm 16)', 'Locus 14']",,,[],Not Provided,Early Bronze Age Numayra,http://opencontext.org/projects/685a86a5-ed68-4f92-8c50-d2dfb8f20995,Not Provided,"['creator: Meredith S. Chesson', 'creator: R. Thomas Schaub', 'creator:  Walter E. Rast']",2019-10-05T00:00:00Z,,,,31.13142,35.52837,"['Jordan', 'Numayra', 'Unit NE 2-1 (unit Rm 16)', 'Locus 14']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/2228248c-71ff-4418-9c4b-431d8547bcdb
39,../../iSamplesSchemaBasic0.2.json,metadata/28722/k22j6tj04,Bone PI1-02481,ark:/28722/k22j6tj04,early bce/ce: -750.0 | late bce/ce: 100.0 | updated: 2021-06-27T01:25:27Z | Has anatomical identification: thoracic vertebra,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Odocoileus'],"['Ecuador', 'Pichincha Province', 'Pi-1', 'Group 10']",,,[],Not Provided,Northern Highland Archaeofaunas of Ecuador,http://opencontext.org/projects/59157336-e1df-4d14-9cc9-f046bc429230,Not Provided,['creator: Peter W Stahl'],2020-06-27T00:52:31Z,,,,0.14322,-78.055418,"['Ecuador', 'Pichincha Province', 'Pi-1', 'Group 10']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/f56d1f18-e536-48eb-8e0e-c3baba7c01f2
40,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2805123r,14183.F41,ark:/28722/k2805123r,early bce/ce: -6500.0 | late bce/ce: -6200.0 | updated: 2020-03-28T10:58:19Z | Has anatomical identification: tooth of lower jaw,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Turkey', 'Çatalhöyük', 'Mound East', 'Area 4040', 'Unit 14183']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: Sheelagh Frame', 'collector: Nerissa Russell']",2013-02-13T00:00:00Z,,,,37.668196,32.827191,"['Turkey', 'Çatalhöyük', 'Mound East', 'Area 4040', 'Unit 14183']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/C021DE08-EA25-487C-55AE-9501BEE68369
41,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2wh2dq1g,16966.F28,ark:/28722/k2wh2dq1g,early bce/ce: -5900.0 | late bce/ce: -5800.0 | updated: 2020-03-28T11:56:21Z | Has anatomical identification: fused metacarpal bones 3 and 4,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Ovis'],"['Turkey', 'Çatalhöyük', 'Mound West', 'Trench 5', 'Unit 16966']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: David Orton']",2013-08-16T00:00:00Z,,,,37.666389,32.8225,"['Turkey', 'Çatalhöyük', 'Mound West', 'Trench 5', 'Unit 16966']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/80DDD883-0129-4151-D024-20292B6A7388
42,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2tt4zf7n,Obj 4004323923,ark:/28722/k2tt4zf7n,early bce/ce: -1050.0 | late bce/ce: 700.0 | updated: 2021-07-02T22:45:37Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Greece', 'Corinthia', 'EKAS Region', 'Rachi Boska', 'DU 4004']",,,[],Not Provided,The Eastern Korinthia Archaeological Survey,http://opencontext.org/projects/bc71c724-eb1e-47d6-9d45-b586ddafdcfe,Not Provided,"['creator: David K. Pettegrew', 'creator: Timothy E Gregory', 'creator: Daniel J Pullen', 'creator: Richard Rothaus', 'creator: Thomas F Tartaron']",2021-06-04T07:44:09Z,,,,37.892013,22.948051,"['Greece', 'Corinthia', 'EKAS Region', 'Rachi Boska', 'DU 4004']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/0c469b92-1efa-42d1-a354-9e049e9033a9
43,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2tb0z459,16980.X10,ark:/28722/k2tb0z459,early bce/ce: -5900.0 | late bce/ce: -5800.0 | updated: 2020-03-28T11:57:12Z | Has anatomical identification: antler,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Dama dama'],"['Turkey', 'Çatalhöyük', 'Mound West', 'Trench 5', 'Unit 16980']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: David Orton']",2013-08-16T00:00:00Z,,,,37.666389,32.8225,"['Turkey', 'Çatalhöyük', 'Mound West', 'Trench 5', 'Unit 16980']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/1B32C803-461A-4AF8-9691-3BCD5419890D
44,../../iSamplesSchemaBasic0.2.json,metadata/28722/k26402m93,Obj 1088000005,ark:/28722/k26402m93,early bce/ce: -6700.0 | late bce/ce: 700.0 | updated: 2021-07-02T23:14:16Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Greece', 'Corinthia', 'EKAS Region', 'Kesimia', 'DU 1088']",,,[],Not Provided,The Eastern Korinthia Archaeological Survey,http://opencontext.org/projects/bc71c724-eb1e-47d6-9d45-b586ddafdcfe,Not Provided,"['creator: David K. Pettegrew', 'creator: Timothy E Gregory', 'creator: Daniel J Pullen', 'creator: Richard Rothaus', 'creator: Thomas F Tartaron']",2021-06-04T06:45:52Z,,,,37.904883,22.9551,"['Greece', 'Corinthia', 'EKAS Region', 'Kesimia', 'DU 1088']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/4635382e-3096-47af-820e-98f554820d3a
45,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2vx0820w,Bone 1078,ark:/28722/k2vx0820w,early bce/ce: -6500.0 | late bce/ce: -6000.0 | updated: 2020-03-28T14:56:32Z | Has anatomical identification: talus,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Bos taurus'],"['Turkey', 'Ulucak', 'Level Vc']",,,[],Not Provided,Zooarchaeology of Neolithic Ulucak,http://opencontext.org/projects/99BDB878-6411-44F8-2D7B-A99384A6CA21,Not Provided,"['creator: Canan Çakırlar', 'collector: Canan Çakırlar']",2013-08-11T00:00:00Z,,,,38.46,27.35,"['Turkey', 'Ulucak', 'Level Vc']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/D09563D3-D6F8-4C58-DC78-06B04148E55B
46,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2vd6wp4f,24021 (13),http://n2t.net/ark:/28722/k2vd6wp4f,early bce/ce: -200.0 | late bce/ce: 360.0 | updated: 2017-02-11T06:21:32Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Jordan', 'Petra Great Temple', 'Temple', 'Trench 24', 'Locus 1', 'Seq. 24021']",,,[],Not Provided,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Not Provided,['creator: Martha Sharp Joukowsky'],2007-11-11T00:00:00Z,,,,30.3287,35.4421,"['Jordan', 'Petra Great Temple', 'Temple', 'Trench 24', 'Locus 1', 'Seq. 24021']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/4140F004-89D3-4905-B7AE-3CA1E3277B4E
47,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2862fm0c,16260.F160,ark:/28722/k2862fm0c,early bce/ce: -6500.0 | late bce/ce: -6200.0 | updated: 2020-03-28T11:31:29Z | Has anatomical identification: cervical vertebra 1,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Artiodactyla'],"['Turkey', 'Çatalhöyük', 'Mound East', 'Area South', 'Unit 16260']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: Arzu Demirergi', 'collector: Claire Christensen', 'collector: Katheryn Twiss', 'collector: Nerissa Russell']",2013-02-13T00:00:00Z,,,,37.668196,32.827191,"['Turkey', 'Çatalhöyük', 'Mound East', 'Area South', 'Unit 16260']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/78048678-C99F-4734-6573-863423598CAB
48,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2445hk4w,16981.F4,ark:/28722/k2445hk4w,early bce/ce: -5900.0 | late bce/ce: -5800.0 | updated: 2020-03-28T11:57:13Z | Has anatomical identification: bone,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Mammalia'],"['Turkey', 'Çatalhöyük', 'Mound West', 'Trench 5', 'Unit 16981']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: David Orton']",2013-08-16T00:00:00Z,,,,37.666389,32.8225,"['Turkey', 'Çatalhöyük', 'Mound West', 'Trench 5', 'Unit 16981']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/CE02BFC0-605D-46B8-3535-A68AD7BB3468
49,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2rf5t11p,79234 (4),http://n2t.net/ark:/28722/k2rf5t11p,early bce/ce: -200.0 | late bce/ce: 360.0 | updated: 2017-02-11T05:01:47Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Jordan', 'Petra Great Temple', 'Lower Temenos', 'Trench 79', 'Locus 13', 'Seq. 79234']",,,[],Not Provided,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Not Provided,['creator: Martha Sharp Joukowsky'],2007-11-11T00:00:00Z,,,,30.3287,35.4421,"['Jordan', 'Petra Great Temple', 'Lower Temenos', 'Trench 79', 'Locus 13', 'Seq. 79234']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/AF47B64C-00E5-42FD-E808-7F9EB1C37780
50,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2kp8292n,22078 (6),http://n2t.net/ark:/28722/k2kp8292n,early bce/ce: -200.0 | late bce/ce: 360.0 | updated: 2017-02-09T17:32:19Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Jordan', 'Petra Great Temple', 'Temple', 'Trench 22', 'Locus 8', 'Seq. 22078']",,,[],Not Provided,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Not Provided,['creator: Martha Sharp Joukowsky'],2007-11-11T00:00:00Z,,,,30.3287,35.4421,"['Jordan', 'Petra Great Temple', 'Temple', 'Trench 22', 'Locus 8', 'Seq. 22078']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/CDBEDECC-ACDE-4F13-F561-EF6E5DB28907
51,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2f199150,Obj 4004222005,ark:/28722/k2f199150,early bce/ce: -31.0 | late bce/ce: 700.0 | updated: 2021-07-02T22:46:39Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Greece', 'Corinthia', 'EKAS Region', 'Rachi Boska', 'DU 4004']",,,[],Not Provided,The Eastern Korinthia Archaeological Survey,http://opencontext.org/projects/bc71c724-eb1e-47d6-9d45-b586ddafdcfe,Not Provided,"['creator: David K. Pettegrew', 'creator: Timothy E Gregory', 'creator: Daniel J Pullen', 'creator: Richard Rothaus', 'creator: Thomas F Tartaron']",2021-06-04T07:43:42Z,,,,37.892013,22.948051,"['Greece', 'Corinthia', 'EKAS Region', 'Rachi Boska', 'DU 4004']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/cc821f07-4ea1-4b2f-b8f3-cf4268db0796
52,../../iSamplesSchemaBasic0.2.json,metadata/28722/k22b8vm9g,16966.F106,ark:/28722/k22b8vm9g,early bce/ce: -5900.0 | late bce/ce: -5800.0 | updated: 2020-03-28T11:56:31Z | Has anatomical identification: middle phalanx,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Ovis'],"['Turkey', 'Çatalhöyük', 'Mound West', 'Trench 5', 'Unit 16966']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: David Orton']",2013-08-16T00:00:00Z,,,,37.666389,32.8225,"['Turkey', 'Çatalhöyük', 'Mound West', 'Trench 5', 'Unit 16966']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/E9AB02A2-8876-4263-D771-5F6F6F27E7E2
